S0038,2025-05-08,I007,7,35.90,251.30,U002
S0039,2025-05-08,I007,1,35.90,35.90,U002
S0040,2025-05-08,I001,4,25.90,103.60,U002
S0041,2025-05-08,I034,4,9.90,39.60,U002
S0042,2025-05-08,I017,1,9.80,9.80,U002
S0043,2025-05-08,I027,5,5.50,27.50,U002
S0044,2025-05-08,I016,10,5.90,59.00,U002
S0045,2025-05-08,I009,5,26.90,134.50,U002
S0046,2025-05-08,I005,5,12.50,62.50,U002
S0047,2025-05-08,I015,7,4.90,34.30,U002
S0048,2025-05-08,I032,4,29.90,119.60,U002
S0049,2025-05-08,I010,2,5.90,11.80,U002
S0050,2025-05-08,I021,5,5.90,29.50,U002
S0051,2025-05-08,I011,4,9.80,39.20,U002
S0052,2025-05-09,I016,5,5.90,29.50,U002
S0053,2025-05-09,I003,10,12.80,128.00,U002
S0054,2025-05-09,I031,1,18.90,18.90,U002
S0055,2025-05-09,I012,3,7.50,22.50,U002
S0056,2025-05-09,I016,7,5.90,41.30,U002
S0057,2025-05-09,I008,2,8.90,17.80,U002
S0058,2025-05-09,I015,5,4.90,24.50,U002
S0059,2025-05-09,I010,7,5.90,41.30,U002
S0060,2025-05-09,I027,10,5.50,55.00,U002
S0061,2025-05-09,I007,9,35.90,323.10,U002
S0062,2025-05-09,I006,8,28.90,231.20,U002
S0063,2025-05-09,I034,9,9.90,89.10,U002
S0064,2025-05-09,I012,4,7.50,30.00,U002
S0065,2025-05-09,I015,7,4.90,34.30,U002
S0066,2025-05-09,I027,4,5.50,22.00,U002
S0067,2025-05-09,I008,8,8.90,71.20,U002
S0068,2025-05-09,I022,7,2.90,20.30,U002
S0069,2025-05-09,I026,8,6.90,55.20,U002
S0070,2025-05-09,I009,7,26.90,188.30,U002
S0071,2025-05-10,I003,7,12.80,89.60,U002
S0072,2025-05-10,I008,9,8.90,80.10,U002
S0073,2025-05-10,I012,8,7.50,60.00,U002
S0074,2025-05-10,I009,5,26.90,134.50,U002
S0075,2025-05-10,I022,3,2.90,8.70,U002
S0076,2025-05-10,I011,9,9.80,88.20,U002
S0077,2025-05-10,I008,8,8.90,71.20,U002
S0078,2025-05-10,I031,10,18.90,189.00,U002
S0079,2025-05-10,I003,10,12.80,128.00,U002
S0080,2025-05-10,I014,10,2.90,29.00,U002
S0081,2025-05-10,I005,8,12.50,100.00,U002
S0082,2025-05-10,I016,4,5.90,23.60,U002
S0083,2025-05-10,I014,5,2.90,14.50,U002
S0084,2025-05-10,I027,9,5.50,49.50,U002
S0085,2025-05-10,I008,10,8.90,89.00,U002
S0086,2025-05-10,I002,5,45.50,227.50,U002
S0087,2025-05-10,I022,5,2.90,14.50,U002
S0088,2025-05-10,I008,1,8.90,8.90,U002
S0089,2025-05-10,I006,4,28.90,115.60,U002
S0090,2025-05-10,I021,2,5.90,11.80,U002
S0091,2025-05-11,I010,10,5.90,59.00,U002
S0092,2025-05-11,I004,9,7.90,71.10,U002
S0093,2025-05-11,I014,5,2.90,14.50,U002
S0094,2025-05-11,I013,1,5.90,5.90,U002
S0095,2025-05-11,I017,10,9.80,98.00,U002
S0096,2025-05-11,I007,8,35.90,287.20,U002
S0097,2025-05-11,I031,10,18.90,189.00,U002
S0098,2025-05-11,I032,4,29.90,119.60,U002
S0099,2025-05-11,I022,3,2.90,8.70,U002
S0100,2025-05-11,I015,10,4.90,49.00,U002
S0101,2025-05-11,I003,3,12.80,38.40,U002
S0102,2025-05-11,I032,6,29.90,179.40,U002
S0103,2025-05-11,I003,6,12.80,76.80,U002
S0104,2025-05-11,I031,8,18.90,151.20,U002
S0105,2025-05-11,I009,9,26.90,242.10,U002
S0106,2025-05-11,I031,7,18.90,132.30,U002
S0107,2025-05-11,I008,8,8.90,71.20,U002
S0108,2025-05-11,I016,2,5.90,11.80,U002
S0109,2025-05-11,I005,6,12.50,75.00,U002
S0110,2025-05-11,I005,10,12.50,125.00,U002
S0111,2025-05-11,I023,9,4.90,44.10,U002
S0112,2025-05-11,I005,3,12.50,37.50,U002
S0113,2025-05-12,I027,5,5.50,27.50,U002
S0114,2025-05-12,I001,3,25.90,77.70,U002
S0115,2025-05-12,I003,1,12.80,12.80,U002
S0116,2025-05-12,I016,4,5.90,23.60,U002
S0117,2025-05-12,I001,8,25.90,207.20,U002
S0118,2025-05-12,I013,5,5.90,29.50,U002
S0119,2025-05-12,I031,1,18.90,18.90,U002
S0120,2025-05-12,I010,10,5.90,59.00,U002
S0121,2025-05-12,I013,3,5.90,17.70,U002
S0122,2025-05-12,I007,2,35.90,71.80,U002
S0123,2025-05-12,I021,5,5.90,29.50,U002
S0124,2025-05-12,I026,5,6.90,34.50,U002
S0125,2025-05-12,I008,1,8.90,8.90,U002
S0126,2025-05-13,I009,3,26.90,80.70,U002
S0127,2025-05-13,I021,2,5.90,11.80,U002
S0128,2025-05-13,I011,9,9.80,88.20,U002
S0129,2025-05-13,I004,3,7.90,23.70,U002
S0130,2025-05-13,I026,4,6.90,27.60,U002
S0131,2025-05-13,I009,3,26.90,80.70,U002
S0132,2025-05-13,I034,3,9.90,29.70,U002
S0133,2025-05-13,I006,8,28.90,231.20,U002
S0134,2025-05-13,I008,5,8.90,44.50,U002
S0135,2025-05-13,I013,7,5.90,41.30,U002
S0136,2025-05-13,I005,1,12.50,12.50,U002
S0137,2025-05-13,I014,2,2.90,5.80,U002
S0138,2025-05-14,I005,3,12.50,37.50,U002
S0139,2025-05-14,I011,10,9.80,98.00,U002
S0140,2025-05-14,I015,9,4.90,44.10,U002
S0141,2025-05-14,I005,10,12.50,125.00,U002
S0142,2025-05-14,I005,5,12.50,62.50,U002
S0143,2025-05-14,I007,7,35.90,251.30,U002
S0144,2025-05-14,I032,8,29.90,239.20,U002
S0145,2025-05-14,I012,2,7.50,15.00,U002
S0146,2025-05-14,I002,8,45.50,364.00,U002
S0147,2025-05-14,I008,8,8.90,71.20,U002
S0148,2025-05-14,I032,2,29.90,59.80,U002
S0149,2025-05-14,I008,6,8.90,53.40,U002
S0150,2025-05-14,I010,6,5.90,35.40,U002
S0151,2025-05-14,I001,1,25.90,25.90,U002
S0152,2025-05-14,I016,8,5.90,47.20,U002
S0153,2025-05-14,I011,10,9.80,98.00,U002
S0154,2025-05-14,I010,3,5.90,17.70,U002
S0155,2025-05-14,I015,6,4.90,29.40,U002
S0156,2025-05-15,I009,3,26.90,80.70,U002
S0157,2025-05-15,I014,7,2.90,20.30,U002
S0158,2025-05-15,I011,7,9.80,68.60,U002
S0159,2025-05-15,I034,9,9.90,89.10,U002
S0160,2025-05-15,I010,8,5.90,47.20,U002
S0161,2025-05-15,I002,4,45.50,182.00,U002
S0162,2025-05-15,I009,3,26.90,80.70,U002
S0163,2025-05-15,I011,10,9.80,98.00,U002
S0164,2025-05-15,I016,7,5.90,41.30,U002
S0165,2025-05-15,I005,9,12.50,112.50,U002
S0166,2025-05-15,I021,7,5.90,41.30,U002
S0167,2025-05-15,I027,6,5.50,33.00,U002
S0168,2025-05-15,I031,6,18.90,113.40,U002
S0169,2025-05-15,I001,1,25.90,25.90,U002
S0170,2025-05-16,I008,6,8.90,53.40,U002
S0171,2025-05-16,I015,4,4.90,19.60,U002
S0172,2025-05-16,I006,2,28.90,57.80,U002
S0173,2025-05-16,I026,1,6.90,6.90,U002
S0174,2025-05-16,I012,2,7.50,15.00,U002
S0175,2025-05-16,I021,10,5.90,59.00,U002
S0176,2025-05-16,I032,5,29.90,149.50,U002
S0177,2025-05-16,I023,10,4.90,49.00,U002
S0178,2025-05-16,I031,8,18.90,151.20,U002
S0179,2025-05-16,I004,7,7.90,55.30,U002
S0180,2025-05-16,I017,7,9.80,68.60,U002
S0181,2025-05-16,I006,6,28.90,173.40,U002
S0182,2025-05-16,I016,2,5.90,11.80,U002
S0183,2025-05-16,I007,10,35.90,359.00,U002
S0184,2025-05-16,I021,7,5.90,41.30,U002
S0185,2025-05-16,I021,6,5.90,35.40,U002
S0186,2025-05-17,I022,2,2.90,5.80,U002
S0187,2025-05-17,I007,4,35.90,143.60,U002
S0188,2025-05-17,I016,1,5.90,5.90,U002
S0189,2025-05-17,I005,7,12.50,87.50,U002
S0190,2025-05-17,I016,8,5.90,47.20,U002
S0191,2025-05-17,I022,8,2.90,23.20,U002
S0192,2025-05-17,I005,2,12.50,25.00,U002
S0193,2025-05-17,I021,7,5.90,41.30,U002
S0194,2025-05-17,I034,9,9.90,89.10,U002
S0195,2025-05-17,I021,5,5.90,29.50,U002
S0196,2025-05-17,I006,4,28.90,115.60,U002
S0197,2025-05-17,I008,9,8.90,80.10,U002
S0198,2025-05-17,I007,1,35.90,35.90,U002
S0199,2025-05-17,I031,6,18.90,113.40,U002
S0200,2025-05-17,I011,6,9.80,58.80,U002
S0201,2025-05-17,I009,3,26.90,80.70,U002
S0202,2025-05-17,I027,8,5.50,44.00,U002
S0203,2025-05-17,I021,8,5.90,47.20,U002
S0204,2025-05-17,I001,6,25.90,155.40,U002
S0205,2025-05-17,I002,6,45.50,273.00,U002
S0206,2025-05-17,I016,6,5.90,35.40,U002
S0207,2025-05-17,I031,3,18.90,56.70,U002
S0208,2025-05-17,I015,9,4.90,44.10,U002
S0209,2025-05-18,I032,7,29.90,209.30,U002
S0210,2025-05-18,I014,2,2.90,5.80,U002
S0211,2025-05-18,I007,5,35.90,179.50,U002
S0212,2025-05-18,I012,4,7.50,30.00,U002
S0213,2025-05-18,I007,5,35.90,179.50,U002
S0214,2025-05-18,I012,6,7.50,45.00,U002
S0215,2025-05-18,I022,9,2.90,26.10,U002
S0216,2025-05-18,I014,7,2.90,20.30,U002
S0217,2025-05-18,I002,3,45.50,136.50,U002
S0218,2025-05-18,I031,7,18.90,132.30,U002
S0219,2025-05-18,I006,1,28.90,28.90,U002
S0220,2025-05-18,I016,6,5.90,35.40,U002
S0221,2025-05-18,I016,3,5.90,17.70,U002
S0222,2025-05-18,I010,8,5.90,47.20,U002
S0223,2025-05-18,I026,8,6.90,55.20,U002
S0224,2025-05-18,I002,8,45.50,364.00,U002
S0225,2025-05-18,I034,8,9.90,79.20,U002
S0226,2025-05-19,I032,9,29.90,269.10,U002
S0227,2025-05-19,I009,1,26.90,26.90,U002
S0228,2025-05-19,I006,2,28.90,57.80,U002
S0229,2025-05-19,I010,8,5.90,47.20,U002
S0230,2025-05-19,I012,9,7.50,67.50,U002
S0231,2025-05-19,I005,2,12.50,25.00,U002
S0232,2025-05-19,I003,10,12.80,128.00,U002
S0233,2025-05-19,I032,3,29.90,89.70,U002
S0234,2025-05-19,I006,8,28.90,231.20,U002
S0235,2025-05-19,I026,1,6.90,6.90,U002
S0236,2025-05-19,I009,5,26.90,134.50,U002
S0237,2025-05-19,I031,8,18.90,151.20,U002
S0238,2025-05-19,I026,7,6.90,48.30,U002
S0239,2025-05-19,I010,5,5.90,29.50,U002
S0240,2025-05-19,I006,9,28.90,260.10,U002
